;Index,CO_FIPS,YEAR,TOTPOP,POP_00_17,POP_18_64,POP_65P,CO_NAME
192042,19,2042,12957,2122,7444,3391,GRAND
192043,19,2043,13062,2136,7467,3459,GRAND
192044,19,2044,13165,2149,7487,3530,GRAND
192045,19,2045,13266,2159,7486,3621,GRAND
192046,19,2046,13365,2167,7487,3710,GRAND
192047,19,2047,13460,2173,7482,3805,GRAND
192048,19,2048,13555,2176,7473,3905,GRAND
192049,19,2049,13647,2177,7477,3992,GRAND
192050,19,2050,13736,2176,7480,4080,GRAND
192051,19,2051,13823,2172,7485,4166,GRAND
192052,19,2052,13907,2166,7504,4238,GRAND
192053,19,2053,13988,2157,7535,4295,GRAND
192054,19,2054,14065,2148,7562,4355,GRAND
192055,19,2055,14139,2137,7594,4408,GRAND
192056,19,2056,14211,2126,7626,4459,GRAND
192057,19,2057,14280,2116,7655,4509,GRAND
192058,19,2058,14348,2107,7691,4550,GRAND
192059,19,2059,14415,2100,7736,4579,GRAND
192060,19,2060,14480,2094,7776,4610,GRAND
192061,19,2061,14546,2090,7808,4647,GRAND
192062,19,2062,14610,2088,7840,4681,GRAND
192063,19,2063,14673,2088,7878,4707,GRAND
192064,19,2064,14735,2090,7913,4732,GRAND
192065,19,2065,14794,2093,7940,4761,GRAND
212010,21,2010,46221,13957,27724,4539,IRON
212011,21,2011,46955,14090,28163,4701,IRON
212012,21,2012,47311,14062,28344,4904,IRON
212013,21,2013,47621,14000,28492,5130,IRON
212014,21,2014,48191,14048,28789,5354,IRON
212015,21,2015,49406,14326,29438,5642,IRON
212016,21,2016,50742,14546,30255,5942,IRON
212017,21,2017,51782,14566,30818,6398,IRON
212018,21,2018,52882,14611,31393,6878,IRON
212019,21,2019,53994,14701,31991,7302,IRON
212020,21,2020,55056,14797,32524,7735,IRON
212021,21,2021,56119,14919,33048,8151,IRON
212022,21,2022,57135,14968,33627,8540,IRON
212023,21,2023,58109,15018,34181,8911,IRON
212024,21,2024,59031,15078,34705,9248,IRON
212025,21,2025,59900,15151,35213,9536,IRON
212026,21,2026,60723,15202,35746,9775,IRON
212027,21,2027,61523,15259,36284,9981,IRON
212028,21,2028,62320,15272,36858,10190,IRON
212029,21,2029,63110,15323,37399,10388,IRON
212030,21,2030,63898,15421,37923,10554,IRON
212031,21,2031,64676,15511,38470,10695,IRON
212032,21,2032,65458,15610,39012,10836,IRON
212033,21,2033,66248,15691,39587,10970,IRON
212034,21,2034,67032,15813,40108,11112,IRON
212035,21,2035,67803,15970,40567,11266,IRON
212036,21,2036,68563,16119,41013,11431,IRON
212037,21,2037,69307,16259,41474,11574,IRON
212038,21,2038,70036,16390,41959,11687,IRON
212039,21,2039,70752,16511,42461,11780,IRON
212040,21,2040,71457,16622,42946,11889,IRON
212041,21,2041,72148,16722,43423,12003,IRON
212042,21,2042,72828,16812,43876,12141,IRON
212043,21,2043,73496,16893,44287,12316,IRON
212044,21,2044,74158,16967,44708,12483,IRON
212045,21,2045,74812,17033,45127,12653,IRON
212046,21,2046,75459,17089,45541,12829,IRON
212047,21,2047,76102,17137,45984,12981,IRON
212048,21,2048,76748,17179,46424,13144,IRON
212049,21,2049,77401,17218,46876,13307,IRON
212050,21,2050,78069,17254,47311,13503,IRON
212051,21,2051,78752,17290,47740,13721,IRON
212052,21,2052,79447,17325,48155,13967,IRON
212053,21,2053,80151,17361,48546,14244,IRON
212054,21,2054,80863,17398,48845,14621,IRON
212055,21,2055,81589,17440,49070,15079,IRON
212056,21,2056,82331,17487,49235,15608,IRON
212057,21,2057,83089,17543,49530,16015,IRON
212058,21,2058,83863,17608,49888,16367,IRON
212059,21,2059,84655,17684,50283,16688,IRON
212060,21,2060,85459,17769,50685,17005,IRON
212061,21,2061,86274,17864,51029,17381,IRON
212062,21,2062,87099,17968,51345,17786,IRON
212063,21,2063,87929,18081,51676,18173,IRON
212064,21,2064,88764,18200,51998,18565,IRON
212065,21,2065,89599,18326,52299,18974,IRON
232010,23,2010,10280,3836,5397,1046,JUAB
232011,23,2011,10380,3827,5486,1066,JUAB
232012,23,2012,10485,3806,5564,1116,JUAB
232013,23,2013,10604,3786,5665,1153,JUAB
232014,23,2014,10824,3849,5756,1219,JUAB
232015,23,2015,11071,3889,5921,1262,JUAB
232016,23,2016,11541,4027,6176,1339,JUAB
232017,23,2017,12047,4150,6512,1385,JUAB
232018,23,2018,12542,4267,6837,1438,JUAB
232019,23,2019,13022,4394,7144,1484,JUAB
232020,23,2020,13498,4499,7460,1539,JUAB
232021,23,2021,13978,4599,7759,1619,JUAB
232022,23,2022,14448,4703,8051,1693,JUAB
232023,23,2023,14911,4800,8342,1770,JUAB
232024,23,2024,15359,4876,8643,1840,JUAB
232025,23,2025,15789,4954,8921,1914,JUAB
232026,23,2026,16223,5009,9216,1998,JUAB
232027,23,2027,16646,5055,9507,2084,JUAB
232028,23,2028,17067,5118,9776,2173,JUAB
232029,23,2029,17491,5187,10047,2257,JUAB
232030,23,2030,17911,5271,10307,2332,JUAB
232031,23,2031,18329,5378,10543,2408,JUAB
232032,23,2032,18736,5460,10791,2484,JUAB
232033,23,2033,19138,5554,11031,2553,JUAB
232034,23,2034,19536,5621,11281,2633,JUAB
232035,23,2035,19925,5707,11492,2726,JUAB
232036,23,2036,20305,5798,11669,2839,JUAB
232037,23,2037,20674,5884,11838,2951,JUAB
232038,23,2038,21027,5962,12005,3061,JUAB
232039,23,2039,21366,6030,12172,3164,JUAB
232040,23,2040,21690,6090,12343,3257,JUAB
232041,23,2041,22014,6146,12503,3365,JUAB
232042,23,2042,22338,6200,12646,3492,JUAB
232043,23,2043,22662,6251,12783,3628,JUAB
232044,23,2044,22985,6301,12916,3767,JUAB
232045,23,2045,23307,6350,13045,3911,JUAB
232046,23,2046,23627,6398,13183,4046,JUAB
232047,23,2047,23946,6444,13345,4157,JUAB
232048,23,2048,24263,6488,13512,4264,JUAB
232049,23,2049,24578,6530,13686,4362,JUAB
232050,23,2050,24892,6570,13867,4455,JUAB
232051,23,2051,25208,6610,14047,4551,JUAB
232052,23,2052,25525,6651,14230,4645,JUAB
232053,23,2053,25846,6692,14421,4732,JUAB
232054,23,2054,26170,6735,14619,4815,JUAB
232055,23,2055,26498,6781,14819,4898,JUAB
232056,23,2056,26831,6830,15008,4992,JUAB
232057,23,2057,27170,6884,15163,5123,JUAB
232058,23,2058,27516,6942,15294,5281,JUAB
232059,23,2059,27869,7005,15417,5448,JUAB
232060,23,2060,28228,7072,15541,5615,JUAB
232061,23,2061,28592,7144,15678,5769,JUAB
232062,23,2062,28959,7219,15807,5933,JUAB
232063,23,2063,29328,7296,15947,6085,JUAB
232064,23,2064,29698,7375,16089,6234,JUAB
232065,23,2065,30069,7456,16225,6388,JUAB
252010,25,2010,7116,1721,4009,1386,KANE
252011,25,2011,7200,1724,4058,1417,KANE
252012,25,2012,7302,1755,4083,1464,KANE
252013,25,2013,7321,1740,4048,1534,KANE
252014,25,2014,7266,1728,3991,1547,KANE
252015,25,2015,7271,1734,3969,1568,KANE
252016,25,2016,7581,1805,4125,1650,KANE
252017,25,2017,7733,1821,4148,1764,KANE
252018,25,2018,7886,1844,4150,1892,KANE
252019,25,2019,8031,1873,4149,2009,KANE
252020,25,2020,8165,1896,4166,2104,KANE
252021,25,2021,8291,1912,4197,2181,KANE
252022,25,2022,8403,1925,4230,2247,KANE
252023,25,2023,8505,1911,4284,2310,KANE
252024,25,2024,8600,1905,4332,2363,KANE
252025,25,2025,8684,1905,4368,2412,KANE
252026,25,2026,8772,1919,4407,2447,KANE
252027,25,2027,8862,1926,4441,2495,KANE
252028,25,2028,8955,1941,4486,2528,KANE
252029,25,2029,9053,1978,4521,2554,KANE
252030,25,2030,9152,2009,4571,2573,KANE
252031,25,2031,9253,2054,4614,2584,KANE
252032,25,2032,9353,2094,4677,2581,KANE
252033,25,2033,9447,2136,4740,2571,KANE
252034,25,2034,9533,2174,4792,2567,KANE
252035,25,2035,9611,2198,4838,2575,KANE
252036,25,2036,9680,2217,4875,2588,KANE
252037,25,2037,9743,2234,4920,2589,KANE
252038,25,2038,9801,2249,4973,2579,KANE
252039,25,2039,9856,2262,5025,2569,KANE
252040,25,2040,9910,2275,5072,2562,KANE
252041,25,2041,9963,2288,5111,2564,KANE
252042,25,2042,10017,2299,5142,2575,KANE
252043,25,2043,10072,2310,5170,2591,KANE
252044,25,2044,10125,2321,5193,2611,KANE
252045,25,2045,10179,2330,5203,2646,KANE
252046,25,2046,10231,2338,5224,2670,KANE
252047,25,2047,10283,2344,5250,2689,KANE
252048,25,2048,10333,2349,5277,2708,KANE
252049,25,2049,10384,2354,5306,2725,KANE
252050,25,2050,10437,2359,5335,2743,KANE
252051,25,2051,10493,2365,5367,2761,KANE
252052,25,2052,10551,2372,5407,2772,KANE
252053,25,2053,10611,2380,5455,2776,KANE
252054,25,2054,10672,2390,5495,2787,KANE
252055,25,2055,10736,2401,5533,2802,KANE
252056,25,2056,10803,2415,5559,2829,KANE
252057,25,2057,10874,2430,5556,2887,KANE
252058,25,2058,10946,2446,5564,2936,KANE
252059,25,2059,11019,2463,5589,2967,KANE
252060,25,2060,11093,2480,5616,2997,KANE
252061,25,2061,11167,2497,5639,3031,KANE
252062,25,2062,11239,2513,5660,3066,KANE
252063,25,2063,11309,2528,5689,3093,KANE
252064,25,2064,11379,2542,5712,3125,KANE
252065,25,2065,11446,2555,5735,3157,KANE
272010,27,2010,12535,4050,6711,1775,MILLARD
272011,27,2011,12706,4036,6862,1808,MILLARD
272012,27,2012,12816,3993,6938,1885,MILLARD
272013,27,2013,12956,3991,7037,1929,MILLARD
272014,27,2014,13023,3998,7054,1971,MILLARD
272015,27,2015,13104,3989,7094,2021,MILLARD
272016,27,2016,13291,4018,7212,2061,MILLARD
272017,27,2017,13389,4001,7274,2113,MILLARD
272018,27,2018,13508,4001,7322,2185,MILLARD
272019,27,2019,13643,4022,7348,2273,MILLARD
272020,27,2020,13774,4023,7427,2323,MILLARD
272021,27,2021,13914,4039,7476,2399,MILLARD
272022,27,2022,14050,4043,7512,2494,MILLARD
272023,27,2023,14177,4042,7547,2587,MILLARD
272024,27,2024,14296,4040,7586,2670,MILLARD
272025,27,2025,14403,4017,7646,2740,MILLARD
272026,27,2026,14521,4007,7694,2819,MILLARD
272027,27,2027,14639,3983,7784,2871,MILLARD
272028,27,2028,14762,3974,7862,2925,MILLARD
272029,27,2029,14887,3991,7933,2964,MILLARD
272030,27,2030,15010,4020,8003,2987,MILLARD
272031,27,2031,15132,4044,8090,2999,MILLARD
272032,27,2032,15253,4063,8190,2999,MILLARD
272033,27,2033,15375,4091,8280,3004,MILLARD
272034,27,2034,15498,4117,8370,3011,MILLARD
272035,27,2035,15619,4156,8439,3024,MILLARD
272036,27,2036,15735,4192,8504,3039,MILLARD
272037,27,2037,15848,4224,8567,3057,MILLARD
272038,27,2038,15957,4251,8625,3081,MILLARD
272039,27,2039,16061,4273,8694,3095,MILLARD
272040,27,2040,16160,4290,8758,3112,MILLARD
272041,27,2041,16255,4304,8820,3130,MILLARD
272042,27,2042,16347,4316,8865,3166,MILLARD
272043,27,2043,16435,4324,8899,3211,MILLARD
272044,27,2044,16522,4331,8937,3253,MILLARD
272045,27,2045,16605,4335,8979,3291,MILLARD
272046,27,2046,16687,4337,9020,3330,MILLARD
272047,27,2047,16765,4336,9067,3363,MILLARD
272048,27,2048,16842,4332,9105,3404,MILLARD
272049,27,2049,16918,4327,9148,3443,MILLARD
272050,27,2050,16994,4321,9199,3474,MILLARD
272051,27,2051,17073,4316,9254,3503,MILLARD
272052,27,2052,17155,4313,9313,3530,MILLARD
272053,27,2053,17243,4311,9383,3549,MILLARD
272054,27,2054,17337,4313,9442,3582,MILLARD
272055,27,2055,17435,4318,9500,3617,MILLARD
272056,27,2056,17540,4327,9551,3662,MILLARD
272057,27,2057,17649,4339,9565,3745,MILLARD
272058,27,2058,17764,4355,9562,3847,MILLARD
272059,27,2059,17884,4375,9566,3942,MILLARD
272060,27,2060,18006,4398,9580,4028,MILLARD
272061,27,2061,18129,4422,9609,4099,MILLARD
272062,27,2062,18254,4448,9629,4176,MILLARD
272063,27,2063,18376,4474,9662,4240,MILLARD
272064,27,2064,18499,4500,9699,4299,MILLARD
272065,27,2065,18617,4526,9736,4355,MILLARD
292010,29,2010,9518,3355,5160,1002,MORGAN
292011,29,2011,9714,3363,5326,1024,MORGAN
292012,29,2012,10049,3405,5542,1103,MORGAN
292013,29,2013,10418,3514,5755,1149,MORGAN
292014,29,2014,10776,3575,6007,1194,MORGAN
292015,29,2015,11080,3624,6213,1244,MORGAN
292016,29,2016,11522,3705,6521,1296,MORGAN
292017,29,2017,12005,3792,6856,1358,MORGAN
292018,29,2018,12491,3895,7160,1436,MORGAN
292019,29,2019,12973,3987,7460,1526,MORGAN
292020,29,2020,13443,4067,7743,1632,MORGAN
292021,29,2021,13906,4142,8023,1742,MORGAN
292022,29,2022,14356,4209,8309,1839,MORGAN
292023,29,2023,14790,4264,8586,1941,MORGAN
292024,29,2024,15208,4315,8844,2049,MORGAN
292025,29,2025,15613,4353,9090,2170,MORGAN
292026,29,2026,16023,4397,9328,2298,MORGAN
292027,29,2027,16428,4459,9557,2412,MORGAN
292028,29,2028,16833,4521,9795,2518,MORGAN
292029,29,2029,17226,4603,10003,2620,MORGAN
292030,29,2030,17612,4712,10189,2711,MORGAN
292031,29,2031,17985,4785,10408,2792,MORGAN
292032,29,2032,18347,4883,10588,2876,MORGAN
292033,29,2033,18699,4967,10788,2944,MORGAN
292034,29,2034,19034,5059,10958,3017,MORGAN
292035,29,2035,19349,5144,11102,3103,MORGAN
292036,29,2036,19644,5220,11233,3191,MORGAN
292037,29,2037,19913,5280,11355,3277,MORGAN
292038,29,2038,20156,5326,11470,3360,MORGAN
292039,29,2039,20372,5357,11571,3445,MORGAN
292040,29,2040,20564,5373,11655,3536,MORGAN
292041,29,2041,20744,5380,11737,3628,MORGAN
292042,29,2042,20913,5378,11800,3734,MORGAN
292043,29,2043,21070,5369,11869,3832,MORGAN
292044,29,2044,21217,5352,11961,3904,MORGAN
292045,29,2045,21357,5331,12072,3954,MORGAN
292046,29,2046,21489,5306,12182,4001,MORGAN
292047,29,2047,21614,5278,12276,4061,MORGAN
292048,29,2048,21737,5249,12362,4126,MORGAN
292049,29,2049,21857,5219,12458,4180,MORGAN
292050,29,2050,21978,5192,12549,4237,MORGAN
292051,29,2051,22105,5169,12643,4292,MORGAN
292052,29,2052,22236,5151,12741,4344,MORGAN
292053,29,2053,22376,5138,12847,4391,MORGAN
292054,29,2054,22523,5132,12955,4436,MORGAN
292055,29,2055,22678,5133,13038,4507,MORGAN
292056,29,2056,22843,5140,13089,4613,MORGAN
292057,29,2057,23017,5155,13121,4740,MORGAN
292058,29,2058,23199,5177,13143,4879,MORGAN
292059,29,2059,23388,5206,13172,5011,MORGAN
292060,29,2060,23583,5239,13220,5124,MORGAN
292061,29,2061,23782,5277,13259,5246,MORGAN
292062,29,2062,23985,5319,13282,5384,MORGAN
292063,29,2063,24191,5363,13317,5511,MORGAN
292064,29,2064,24399,5409,13352,5638,MORGAN
292065,29,2065,24605,5454,13397,5754,MORGAN
312010,31,2010,1555,466,757,332,PIUTE
312011,31,2011,1576,470,771,335,PIUTE
312012,31,2012,1585,464,782,339,PIUTE
312013,31,2013,1603,460,795,347,PIUTE
312014,31,2014,1593,454,795,344,PIUTE
312015,31,2015,1631,454,821,357,PIUTE
312016,31,2016,1604,439,798,366,PIUTE
312017,31,2017,1613,441,796,376,PIUTE
312018,31,2018,1624,436,806,383,PIUTE
312019,31,2019,1636,436,816,384,PIUTE
312020,31,2020,1645,435,823,388,PIUTE
312021,31,2021,1657,430,835,391,PIUTE
312022,31,2022,1669,422,845,401,PIUTE
312023,31,2023,1678,420,851,407,PIUTE
312024,31,2024,1688,421,855,411,PIUTE
312025,31,2025,1699,415,865,419,PIUTE
312026,31,2026,1712,414,876,421,PIUTE
312027,31,2027,1726,420,888,419,PIUTE
312028,31,2028,1743,428,895,420,PIUTE
312029,31,2029,1762,437,903,422,PIUTE
312030,31,2030,1781,454,902,425,PIUTE
312031,31,2031,1801,471,908,423,PIUTE
312032,31,2032,1821,482,921,419,PIUTE
312033,31,2033,1841,497,929,414,PIUTE
312034,31,2034,1858,513,936,409,PIUTE
312035,31,2035,1872,522,943,407,PIUTE
312036,31,2036,1884,528,954,402,PIUTE
312037,31,2037,1894,532,964,398,PIUTE
312038,31,2038,1903,535,969,399,PIUTE
312039,31,2039,1910,536,974,400,PIUTE
312040,31,2040,1916,536,977,404,PIUTE
312041,31,2041,1922,535,979,408,PIUTE
312042,31,2042,1926,533,986,408,PIUTE
312043,31,2043,1930,531,993,407,PIUTE
312044,31,2044,1934,527,999,408,PIUTE
312045,31,2045,1938,524,1005,409,PIUTE
312046,31,2046,1941,520,1008,414,PIUTE
312047,31,2047,1944,515,1014,415,PIUTE
312048,31,2048,1947,511,1024,412,PIUTE
312049,31,2049,1950,506,1031,413,PIUTE
312050,31,2050,1954,502,1035,417,PIUTE
312051,31,2051,1959,499,1042,419,PIUTE
312052,31,2052,1966,497,1054,415,PIUTE
312053,31,2053,1974,496,1067,410,PIUTE
312054,31,2054,1984,498,1078,408,PIUTE
312055,31,2055,1995,500,1088,407,PIUTE
312056,31,2056,2008,504,1096,408,PIUTE
312057,31,2057,2022,509,1099,414,PIUTE
312058,31,2058,2037,515,1100,422,PIUTE
312059,31,2059,2052,521,1101,431,PIUTE
312060,31,2060,2069,528,1102,439,PIUTE
312061,31,2061,2085,534,1099,452,PIUTE
312062,31,2062,2102,541,1093,468,PIUTE
312063,31,2063,2118,547,1098,474,PIUTE
312064,31,2064,2134,552,1105,477,PIUTE
312065,31,2065,2149,556,1105,487,PIUTE
332010,33,2010,2278,709,1224,345,RICH
332011,33,2011,2291,716,1235,340,RICH
332012,33,2012,2277,712,1213,352,RICH
332013,33,2013,2300,711,1218,371,RICH
332014,33,2014,2323,716,1220,386,RICH
332015,33,2015,2353,726,1249,378,RICH
332016,33,2016,2355,714,1236,405,RICH
332017,33,2017,2381,720,1233,429,RICH
332018,33,2018,2409,725,1244,440,RICH
332019,33,2019,2433,735,1245,453,RICH
332020,33,2020,2452,738,1248,465,RICH
332021,33,2021,2472,731,1258,483,RICH
332022,33,2022,2488,719,1268,501,RICH
332023,33,2023,2503,714,1281,508,RICH
332024,33,2024,2518,699,1306,513,RICH
332025,33,2025,2535,691,1324,519,RICH
332026,33,2026,2553,691,1337,524,RICH
332027,33,2027,2572,691,1355,526,RICH
332028,33,2028,2590,687,1369,535,RICH
332029,33,2029,2613,690,1384,539,RICH
332030,33,2030,2638,689,1408,541,RICH
332031,33,2031,2663,704,1418,541,RICH
332032,33,2032,2691,715,1433,543,RICH
332033,33,2033,2719,729,1446,545,RICH
332034,33,2034,2746,742,1464,540,RICH
332035,33,2035,2773,754,1483,536,RICH
332036,33,2036,2798,765,1502,531,RICH
332037,33,2037,2823,776,1517,530,RICH
332038,33,2038,2847,786,1526,535,RICH
332039,33,2039,2870,795,1532,543,RICH
332040,33,2040,2892,803,1539,550,RICH
332041,33,2041,2914,810,1550,554,RICH
332042,33,2042,2935,817,1560,559,RICH
332043,33,2043,2955,822,1565,568,RICH
332044,33,2044,2974,825,1570,579,RICH
332045,33,2045,2992,828,1574,591,RICH
332046,33,2046,3010,829,1584,597,RICH
332047,33,2047,3026,829,1588,609,RICH
332048,33,2048,3042,828,1596,618,RICH
332049,33,2049,3058,826,1601,630,RICH
332050,33,2050,3073,824,1612,637,RICH
332051,33,2051,3088,822,1623,644,RICH
332052,33,2052,3104,820,1637,648,RICH
332053,33,2053,3121,819,1649,654,RICH
332054,33,2054,3139,818,1660,660,RICH
332055,33,2055,3158,819,1674,664,RICH
332056,33,2056,3177,820,1689,668,RICH
332057,33,2057,3197,822,1701,674,RICH
332058,33,2058,3218,826,1711,682,RICH
332059,33,2059,3240,831,1719,690,RICH
332060,33,2060,3263,836,1731,696,RICH
332061,33,2061,3286,843,1740,703,RICH
332062,33,2062,3309,850,1745,715,RICH
332063,33,2063,3333,857,1755,721,RICH
332064,33,2064,3356,865,1765,727,RICH
332065,33,2065,3380,873,1774,733,RICH
352010,35,2010,1031697,300238,641914,89544,SALT LAKE
352011,35,2011,1046461,302906,651242,92313,SALT LAKE
352012,35,2012,1060336,305155,658833,96347,SALT LAKE
352013,35,2013,1070799,306753,663813,100233,SALT LAKE
352014,35,2014,1080874,308150,668073,104651,SALT LAKE
352015,35,2015,1094650,310592,675440,108617,SALT LAKE
352016,35,2016,1108872,312257,683472,113143,SALT LAKE
352017,35,2017,1127117,315334,693778,118005,SALT LAKE
352018,35,2018,1145846,318292,704228,123326,SALT LAKE
352019,35,2019,1164057,321069,714224,128764,SALT LAKE
352020,35,2020,1181471,323590,723469,134413,SALT LAKE
352021,35,2021,1198374,325289,732452,140633,SALT LAKE
352022,35,2022,1213427,326329,740372,146726,SALT LAKE
352023,35,2023,1226789,326658,747311,152820,SALT LAKE
352024,35,2024,1238863,326319,753705,158839,SALT LAKE
352025,35,2025,1249961,325347,759596,165019,SALT LAKE
352026,35,2026,1261801,324598,766441,170762,SALT LAKE
352027,35,2027,1273255,323909,773147,176199,SALT LAKE
352028,35,2028,1284476,323247,779813,181417,SALT LAKE
352029,35,2029,1295472,322914,786581,185977,SALT LAKE
352030,35,2030,1306414,322949,793383,190082,SALT LAKE
352031,35,2031,1317382,322582,801116,193684,SALT LAKE
352032,35,2032,1328445,322712,808568,197164,SALT LAKE
352033,35,2033,1339451,323101,815658,200692,SALT LAKE
352034,35,2034,1350343,323674,822128,204542,SALT LAKE
352035,35,2035,1361099,323685,828371,209044,SALT LAKE
352036,35,2036,1371781,323816,834704,213261,SALT LAKE
352037,35,2037,1382461,324089,841245,217126,SALT LAKE
352038,35,2038,1393158,324541,847739,220879,SALT LAKE
352039,35,2039,1403942,325211,854040,224691,SALT LAKE
352040,35,2040,1414842,326102,859674,229065,SALT LAKE
352041,35,2041,1425834,327204,864827,233803,SALT LAKE
352042,35,2042,1436872,328480,869090,239303,SALT LAKE
352043,35,2043,1447718,329835,872563,245319,SALT LAKE
352044,35,2044,1458983,331425,876043,251515,SALT LAKE
352045,35,2045,1470574,333195,878761,258618,SALT LAKE
352046,35,2046,1482418,335083,881702,265632,SALT LAKE
352047,35,2047,1494447,337032,884705,272710,SALT LAKE
352048,35,2048,1506634,339007,887866,279761,SALT LAKE
352049,35,2049,1518930,340964,891305,286660,SALT LAKE
352050,35,2050,1531282,342870,894300,294112,SALT LAKE
352051,35,2051,1544689,345004,897773,301911,SALT LAKE
352052,35,2052,1557799,346949,901385,309465,SALT LAKE
352053,35,2053,1570554,348680,904934,316940,SALT LAKE
352054,35,2054,1582898,350188,908235,324476,SALT LAKE
352055,35,2055,1594804,351478,911071,332254,SALT LAKE
352056,35,2056,1606289,352570,914135,339584,SALT LAKE
352057,35,2057,1617353,353481,918726,345147,SALT LAKE
352058,35,2058,1628027,354245,924705,349077,SALT LAKE
352059,35,2059,1638332,354896,931230,352206,SALT LAKE
352060,35,2060,1648280,355460,937770,355050,SALT LAKE
352061,35,2061,1657931,355976,943322,358633,SALT LAKE
352062,35,2062,1667259,356460,947951,362847,SALT LAKE
352063,35,2063,1676288,356938,953034,366317,SALT LAKE
352064,35,2064,1685032,357432,957887,369713,SALT LAKE
352065,35,2065,1693513,357963,961970,373580,SALT LAKE
372010,37,2010,14771,5004,8164,1603,SAN JUAN
372011,37,2011,15037,5002,8401,1634,SAN JUAN
372012,37,2012,15448,5073,8682,1693,SAN JUAN
372013,37,2013,15573,5059,8762,1753,SAN JUAN
372014,37,2014,15772,5081,8888,1803,SAN JUAN
372015,37,2015,15902,5041,9030,1831,SAN JUAN
372016,37,2016,16302,5076,9318,1908,SAN JUAN
372017,37,2017,16487,5048,9439,2000,SAN JUAN
372018,37,2018,16714,5028,9592,2094,SAN JUAN
372019,37,2019,16928,5029,9731,2168,SAN JUAN
372020,37,2020,17116,5017,9847,2252,SAN JUAN
372021,37,2021,17305,4980,9956,2369,SAN JUAN
372022,37,2022,17487,4928,10078,2482,SAN JUAN
372023,37,2023,17652,4869,10208,2575,SAN JUAN
372024,37,2024,17800,4818,10309,2673,SAN JUAN
372025,37,2025,17932,4728,10430,2773,SAN JUAN
372026,37,2026,18075,4641,10557,2877,SAN JUAN
372027,37,2027,18220,4561,10680,2979,SAN JUAN
372028,37,2028,18363,4495,10807,3060,SAN JUAN
372029,37,2029,18493,4463,10877,3154,SAN JUAN
372030,37,2030,18620,4416,10968,3236,SAN JUAN
372031,37,2031,18750,4339,11112,3299,SAN JUAN
372032,37,2032,18891,4296,11256,3339,SAN JUAN
372033,37,2033,19038,4279,11363,3395,SAN JUAN
372034,37,2034,19186,4289,11457,3440,SAN JUAN
372035,37,2035,19330,4289,11549,3492,SAN JUAN
372036,37,2036,19471,4286,11619,3566,SAN JUAN
372037,37,2037,19610,4281,11695,3635,SAN JUAN
372038,37,2038,19742,4272,11773,3697,SAN JUAN
372039,37,2039,19869,4262,11852,3755,SAN JUAN
372040,37,2040,19992,4250,11923,3820,SAN JUAN
372041,37,2041,20112,4237,11998,3877,SAN JUAN
372042,37,2042,20229,4223,12073,3934,SAN JUAN
372043,37,2043,20343,4207,12128,4008,SAN JUAN
372044,37,2044,20454,4190,12203,4061,SAN JUAN
372045,37,2045,20562,4170,12270,4121,SAN JUAN
372046,37,2046,20667,4149,12339,4179,SAN JUAN
372047,37,2047,20773,4127,12402,4244,SAN JUAN
372048,37,2048,20878,4104,12456,4317,SAN JUAN
372049,37,2049,20988,4081,12504,4404,SAN JUAN
372050,37,2050,21103,4058,12543,4502,SAN JUAN
372051,37,2051,21225,4037,12575,4613,SAN JUAN
372052,37,2052,21354,4018,12594,4742,SAN JUAN
372053,37,2053,21489,4000,12603,4887,SAN JUAN
372054,37,2054,21630,3984,12591,5054,SAN JUAN
372055,37,2055,21775,3971,12555,5249,SAN JUAN
372056,37,2056,21924,3960,12498,5466,SAN JUAN
372057,37,2057,22077,3952,12467,5657,SAN JUAN
372058,37,2058,22232,3947,12459,5825,SAN JUAN
372059,37,2059,22390,3945,12474,5971,SAN JUAN
372060,37,2060,22547,3945,12497,6105,SAN JUAN
372061,37,2061,22703,3946,12526,6230,SAN JUAN
372062,37,2062,22858,3950,12526,6383,SAN JUAN
372063,37,2063,23013,3955,12555,6503,SAN JUAN
372064,37,2064,23165,3961,12599,6605,SAN JUAN
372065,37,2065,23316,3968,12631,6716,SAN JUAN
392010,39,2010,27907,8343,16357,3207,SANPETE
392011,39,2011,28351,8388,16692,3271,SANPETE
392012,39,2012,28485,8277,16798,3410,SANPETE
392013,39,2013,28631,8205,16946,3481,SANPETE
392014,39,2014,28705,8093,16999,3613,SANPETE
392015,39,2015,29088,8056,17278,3754,SANPETE
392016,39,2016,29489,7973,17607,3909,SANPETE
392017,39,2017,29907,7866,17931,4110,SANPETE
392018,39,2018,30362,7771,18255,4336,SANPETE
392019,39,2019,30834,7690,18597,4547,SANPETE
392020,39,2020,31297,7625,18941,4731,SANPETE
392021,39,2021,31781,7603,19255,4923,SANPETE
392022,39,2022,32259,7562,19620,5077,SANPETE
392023,39,2023,32736,7536,19975,5225,SANPETE
392024,39,2024,33218,7542,20326,5349,SANPETE
392025,39,2025,33696,7577,20642,5477,SANPETE
392026,39,2026,34176,7661,20908,5607,SANPETE
392027,39,2027,34659,7759,21193,5708,SANPETE
392028,39,2028,35154,7905,21461,5789,SANPETE
392029,39,2029,35654,8040,21751,5863,SANPETE
392030,39,2030,36158,8205,22029,5923,SANPETE
392031,39,2031,36662,8380,22312,5970,SANPETE
392032,39,2032,37160,8552,22592,6017,SANPETE
