;Z,Airport,PVU,Lagoon,ENSIGN,WESTMIN,UOFU_MAIN,UOFU_MED,WSU_MAIN,WSU_DAVIS,WSU_WEST,SLCC_MAIN,SLCC_SC,SLCC_JD,SLCC_MEAD,SLCC_ML,SLCC_LB,SLCC_HL,SLCC_AIRP,SLCC_WEST,SLCC_HM,BYU,UVU_MAIN,UVU_GENEVA,UVU_LEHI,UVU_VINE,UVU_PAYSON
925,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,3.7,0,3.3,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,0.1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,5.9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,2.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
939,7.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,42.4,0,4.5,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,5.5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,13.6,0.554140127,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,8.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,2736.2,0.738853503,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,4.1,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
950,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,47.4,0,11.9,0,0,166,0,0,0,0,132,36,0,0,0,0,0,0,0,0,0,13,0,0,0,0
952,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,103.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,83.1,1.662420382,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,66.6,0,2.6,0,0,3,0,0,0,0,21,65,0,0,8,0,0,0,0,0,0,0,0,0,0,0
961,9.7,0,3.3,0,0,24,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,14.2,0,1.9,0,3,6,0,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,18.8,0.369426752,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,26.4,0,0.7,0,0,6,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0
965,0,3.878980892,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,7.7,0,1.5,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,37.7,0,0.7,0,0,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
968,4.2,0,0.4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,19.5,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,19,0,1.5,14,0,30,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,12.8,0,0.7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
972,10.5,0,0.7,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,10.4,0,1.9,4,0,43,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,34.9,0,4.1,43,3,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,37.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1198.5,0.184713376,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,536.5,4.063694268,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,40.6,0,3.7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0
981,10.1,0,0.7,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,13.6,0,0.7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,10.5,0.184713376,0.7,0,0,81,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,6,0,0,0,0
984,187,0.184713376,4.1,8,15,40,0,18,0,0,2,0,13,0,6,0,0,0,0,0,1,4,0,0,0,0
985,79.5,0.184713376,2.6,5,1,47,0,0,3,0,3,2,9,0,0,0,0,0,0,0,0,3,0,0,0,0
986,24.7,0,0.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,9.7,0,0.4,4,0,19,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,69.2,0,0.7,3,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,27.1,0,0.4,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,16.4,0,1.1,19,0,9,0,9,0,0,59,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0
991,4.5,0.184713376,0,12,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,111.4,0.369426752,1.1,3,4,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,0,0,0
993,1.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,16.9,0,1.1,13,5,39,0,0,0,0,5,60,0,0,0,0,0,0,0,0,2,0,0,0,0,0
995,55,0.184713376,9.3,55,0,43,0,3,0,0,40,7,26,0,0,0,0,0,0,0,9,0,0,0,0,0
996,13.2,0,1.1,7,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,8.3,0,1.1,0,0,51,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
998,16.9,0,0.7,10,0,14,0,0,2,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
999,11.3,0.369426752,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,12.8,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,12.5,0,0,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,6.1,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,6.4,0,0.7,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1004,3.9,0,1.9,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,2.8,0,0.7,0,0,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,13.4,0.184713376,1.5,4,0,419,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1007,54.5,0.369426752,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,30.2,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,67.3,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,288.7,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,313.2,0.738853503,2.6,3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
1017,66.5,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,7.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,3.6,0,0.7,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,53.3,0,1.1,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,10.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,9.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,22.4,0.184713376,0.4,15,0,8,0,0,0,0,49,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
1026,15.5,0,0.4,4,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,71.2,0.184713376,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,28.5,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,16.8,0.184713376,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,107.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,30.5,0.184713376,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,66.3,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,39.3,0,0.4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,180.1,0.369426752,2.6,9,1,8,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1035,70.8,0.184713376,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,102.8,0.184713376,5.2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,22.6,0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,11.9,0.184713376,0.7,7,0,19,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,11.6,0.369426752,0.7,5,0,59,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1040,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,5.8,0,0.4,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,14.6,0.184713376,0.4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,18.4,0.184713376,1.9,7,2,39,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,7.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,8.5,0.184713376,1.9,4,0,55,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,13.2,0,0.7,4,0,83,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1047,7.7,0,0,0,0,26,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,7.8,0,0.7,1,2,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1049,5.6,0,0.4,0,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,5.8,0,0.4,4,34,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,51.7,0.738853503,5.2,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,43.4,0,0.4,0,0,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,18.7,0.369426752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,28.6,1.108280255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,104.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,22.9,0,0.7,4,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0
1061,39.1,0,0.4,0,0,60,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1062,9.9,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,15.5,0,1.1,3,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,12.5,0,0,2,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1065,9.1,0,0,4,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,48.2,0,0,0,1,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,31.9,0,2.2,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,10.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,32.3,0,0.4,1,2,11,0,0,0,0,2,9,0,0,2,0,0,0,0,0,1,3,0,0,0,0
1070,95.6,0,0.7,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,36.9,0.184713376,0,1,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,62.5,0,0.7,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1073,13.6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,69.6,0,0.7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,92,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,35.3,0.184713376,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,154.1,0.369426752,1.1,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1078,43,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,43.7,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,101.1,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,35.6,0,2.6,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,25.1,0,0.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,32.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,23.4,0,0.4,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,19,0,0.7,1,1,11,0,6,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,12.7,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,7,0,0.4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,5.5,0,0.4,0,1,220,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,5.6,0,0.4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,23.7,0,0.7,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,15.1,0,1.5,2,0,35,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,13,0,0.4,2,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,3.9,0,0.4,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,36.9,0,1.9,8,1,147,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1095,12.9,0.184713376,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1096,8.7,0,1.1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,13.5,0,0.4,1,0,98,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,6.6,0,0,0,2,174,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,13.3,0,1.1,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,7,0,0.4,0,0,106,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,15.3,0,4.5,1,1,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,90.4,0.554140127,4.8,0,1,44,0,10,0,0,4,2,2,0,15,0,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,25.9,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,15.5,0,1.9,11,0,45,0,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,11.3,0.184713376,0,0,0,16,0,0,0,0,13,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,4.1,0,1.1,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,10.1,0,0.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,3.8,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,19.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,10.2,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,3,0,0.4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,6.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,16.3,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,16.1,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,12,0,1.9,1,1,17,0,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1125,24.8,0,3.3,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,46.1,0.184713376,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,100.6,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,7.9,0,0,3,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,60,0.184713376,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,76.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,85.9,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,6.1,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,132.8,0.554140127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,16.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,17.8,0.184713376,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,26.6,0.369426752,0,0,0,9,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0
1138,220.7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,20,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,12.7,0.184713376,0.4,2,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,6.6,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,12.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,7.3,0.184713376,0,2,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,1.4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,7.5,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,5.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,5.8,0,0,4,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,1.7,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1150,16,0,0,0,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,9.4,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,9.4,0,0,0,3,11,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,7.8,0,0.4,0,0,82,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,3.2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,8.7,0,0.4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,7.8,0.184713376,0.7,0,0,71,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,31.8,0,3.7,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1158,39.1,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
