Source,Subarea,CO_FIPS,CO_NAME,YEAR,TOTPOP,GQ_Pop,HH_Pop,HH,HH_Size,POP_00_17,POP_18_64,POP_65P,TYP_EMP,RET_EMP,IND_EMP,OTH_EMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,Job_HH,WrkPop_Job
 CT_2022 ,1 - Wasatch Front,57,Weber,2006,217650,2717,214933,73576,2.92,66101,129374,22175,"107,832","21,160","18,031","68,641",119615,14162,6998,12164,5867,7169,22487,11579,27406,1044,316,8580,1843,1.63,1.08
 CT_2022 ,1 - Wasatch Front,57,Weber,2007,221785,2679,219106,75112,2.92,67137,132092,22556,"112,508","21,956","19,401","71,151",125287,14790,7166,12887,6514,7263,22847,11792,29249,1095,366,9394,1924,1.67,1.05
 CT_2022 ,1 - Wasatch Front,57,Weber,2008,225727,2633,223094,76589,2.91,68106,134706,22915,"113,960","22,014","19,631","72,315",125428,14872,7142,13222,6409,7292,23076,12290,29657,1144,361,8034,1929,1.64,1.07
 CT_2022 ,1 - Wasatch Front,57,Weber,2009,228636,2574,226062,77719,2.91,68757,136711,23168,"110,533","21,241","18,236","71,056",120454,14168,7073,12105,6131,7236,23176,12352,28292,1370,1,6689,1861,1.55,1.13
 CT_2022 ,1 - Wasatch Front,57,Weber,2010,232014,2519,229495,78698,2.92,69413,138984,23617,"109,387","20,579","18,006","70,802",118657,13691,6888,11941,6065,6976,23433,12499,27894,1445,1,5993,1831,1.51,1.17
 CT_2022 ,1 - Wasatch Front,57,Weber,2011,234726,2555,232171,79687,2.91,69690,140536,24500,"110,891","20,741","18,446","71,704",120206,13910,6831,12304,6142,6669,23459,12741,28835,1520,29,5818,1948,1.51,1.17
 CT_2022 ,1 - Wasatch Front,57,Weber,2012,238024,2597,235427,80871,2.91,70127,142436,25461,"112,138","21,004","18,668","72,466",122056,13908,7096,12523,6145,6730,23443,12958,29335,1649,16,6194,2059,1.51,1.17
 CT_2022 ,1 - Wasatch Front,57,Weber,2013,240280,2631,237649,81696,2.91,70244,143712,26324,"114,081","21,429","19,313","73,339",124430,14084,7345,12853,6460,7210,22754,13219,30156,1462,238,6447,2202,1.52,1.15
 CT_2022 ,1 - Wasatch Front,57,Weber,2014,242673,2667,240006,82562,2.91,70391,145068,27214,"116,303","21,814","20,273","74,216",127309,14453,7361,13384,6889,7587,22336,13474,30819,1447,261,6948,2350,1.54,1.14
 CT_2022 ,1 - Wasatch Front,57,Weber,2015,246564,2713,243851,83935,2.91,70959,147317,28288,"119,803","22,604","21,209","75,990",131260,14803,7801,14118,7091,8018,22275,14020,31677,1449,235,7256,2517,1.56,1.12
 CT_2022 ,1 - Wasatch Front,57,Weber,2016,250224,2759,247465,85224,2.9,71443,149426,29355,"122,731","22,837","21,982","77,912",134738,14972,7865,15113,6869,8263,22514,14210,32925,1495,265,7566,2681,1.58,1.11
 CT_2022 ,1 - Wasatch Front,57,Weber,2017,254097,2807,251290,86581,2.9,71971,151659,30467,"125,122","23,439","22,074","79,609",137814,15131,8308,14790,7284,8672,23029,14235,33673,1543,195,8099,2855,1.59,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,2018,257559,2852,254707,87792,2.9,72365,153645,31549,"128,020","23,753","22,488","81,779",141418,15437,8316,14537,7951,9159,23204,14578,34838,1478,170,8723,3027,1.61,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2019,260168,2892,257276,88705,2.9,72506,155120,32542,"131,332","23,841","23,491","84,000",145242,15353,8488,15238,8253,9261,24091,14724,35924,1486,143,8970,3311,1.64,1.07
 CT_2022 ,1 - Wasatch Front,57,Weber,2020,262726,2931,259795,89595,2.9,72621,156563,33542,"125,750","22,890","22,503","80,357",144626,15322,7568,14156,8347,8902,23239,14637,33579,1509,129,10129,7109,1.61,1.08
 CT_2022 ,1 - Wasatch Front,57,Weber,2021,265635,2888,262747,90999,2.89,72613,158238,34784,"132,536","23,998","24,280","84,258",149685,15919,8079,15465,8815,9613,23457,14932,36256,1356,130,10767,4896,1.64,1.06
 CT_2022 ,1 - Wasatch Front,57,Weber,2022,268752,2929,265823,92524,2.87,72515,159988,36249,"136,266","23,089","24,958","88,219",152045,14891,8198,15879,9079,10268,24184,15045,38722,1314,140,10304,4021,1.64,1.05
 CT_2022 ,1 - Wasatch Front,57,Weber,2023,271884,2976,268908,94074,2.86,72302,161839,37743,"139,714","23,449","25,517","90,748",155157,14489,8960,16206,9311,10847,24686,15681,39534,1398,143,10097,3805,1.65,1.04
 CT_2022 ,1 - Wasatch Front,57,Weber,2024,275063,3027,272036,95660,2.84,71940,163877,39246,"142,166","23,496","25,768","92,902",157514,14105,9391,16346,9422,11206,25016,16186,40494,1473,148,9888,3839,1.65,1.04
 CT_2022 ,1 - Wasatch Front,57,Weber,2025,278304,3076,275228,97287,2.83,71492,166032,40780,"143,852","23,431","26,183","94,238",159176,13960,9471,16617,9566,11549,25050,16505,41134,1460,150,9821,3893,1.64,1.04
 CT_2022 ,1 - Wasatch Front,57,Weber,2026,281617,3127,278490,98958,2.81,70984,168301,42332,"145,155","23,455","26,538","95,162",160550,13952,9503,16855,9683,11837,25146,16803,41376,1460,153,9860,3922,1.62,1.05
 CT_2022 ,1 - Wasatch Front,57,Weber,2027,285004,3182,281822,100673,2.8,70481,170692,43831,"146,300","23,484","26,782","96,034",161920,13949,9535,17051,9731,12019,25317,17113,41585,1459,157,10046,3958,1.61,1.05
 CT_2022 ,1 - Wasatch Front,57,Weber,2028,288462,3237,285225,102446,2.78,70070,173221,45171,"147,452","23,546","26,936","96,970",163326,13953,9593,17247,9689,12200,25440,17391,41939,1449,162,10269,3994,1.59,1.06
 CT_2022 ,1 - Wasatch Front,57,Weber,2029,291979,3292,288687,104270,2.77,69797,175746,46436,"148,978","23,645","27,246","98,087",165182,13968,9677,17600,9646,12428,25580,17636,42443,1448,169,10549,4038,1.58,1.06
 CT_2022 ,1 - Wasatch Front,57,Weber,2030,295538,3348,292190,106137,2.75,69606,178346,47586,"149,800","23,929","27,355","98,516",166110,14005,9924,17778,9577,12483,25739,17854,42440,1438,175,10634,4063,1.57,1.07
 CT_2022 ,1 - Wasatch Front,57,Weber,2031,299115,3404,295711,108046,2.74,69462,181095,48558,"150,218","23,894","27,525","98,799",166720,14164,9730,18002,9523,12452,25722,18128,42497,1430,181,10816,4075,1.54,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2032,302678,3460,299218,109983,2.72,69455,183766,49457,"151,090","24,070","27,666","99,354",167814,14403,9667,18183,9483,12476,25814,18438,42626,1425,191,11010,4098,1.53,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,2033,306266,3515,302751,111958,2.7,69433,186566,50267,"151,911","24,262","27,809","99,840",168884,14647,9615,18427,9382,12581,25880,18709,42670,1418,196,11237,4122,1.51,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,2034,309856,3575,306281,113952,2.69,69398,189361,51097,"153,021","24,481","27,980","100,560",170283,14869,9612,18677,9303,12795,25948,18981,42836,1413,201,11492,4156,1.49,1.11
 CT_2022 ,1 - Wasatch Front,57,Weber,2035,313484,3637,309847,115916,2.67,69484,191949,52051,"153,928","24,732","27,945","101,251",171504,15107,9625,18731,9214,13006,26040,19195,43010,1409,205,11775,4187,1.48,1.12
 CT_2022 ,1 - Wasatch Front,57,Weber,2036,317145,3702,313443,117852,2.66,69750,194289,53106,"154,970","24,950","27,933","102,087",172888,15347,9603,18787,9146,13254,26149,19414,43270,1405,210,12075,4228,1.47,1.12
 CT_2022 ,1 - Wasatch Front,57,Weber,2037,320813,3770,317043,119788,2.65,70171,196531,54111,"156,090","25,239","27,911","102,940",174361,15609,9630,18847,9064,13500,26257,19623,43560,1402,216,12403,4250,1.46,1.13
 CT_2022 ,1 - Wasatch Front,57,Weber,2038,324475,3838,320637,121701,2.63,70599,198884,54992,"157,116","25,402","27,917","103,797",175765,15820,9582,18941,8976,13742,26383,19843,43829,1399,221,12743,4286,1.44,1.13
 CT_2022 ,1 - Wasatch Front,57,Weber,2039,328116,3910,324206,123604,2.62,71179,200951,55986,"158,141","25,627","27,919","104,595",177169,16066,9561,19031,8888,13984,26505,20053,44053,1397,227,13082,4322,1.43,1.13
 CT_2022 ,1 - Wasatch Front,57,Weber,2040,331771,3989,327782,125475,2.61,71825,202874,57072,"159,244","25,818","27,876","105,550",178641,16278,9540,19080,8796,14202,26707,20287,44354,1393,233,13418,4353,1.42,1.14
 CT_2022 ,1 - Wasatch Front,57,Weber,2041,335404,4074,331330,127678,2.6,72532,204578,58294,"160,194","26,114","27,848","106,232",180032,16506,9608,19124,8724,14365,26725,20486,44656,1389,238,13795,4416,1.41,1.14
 CT_2022 ,1 - Wasatch Front,57,Weber,2042,338993,4162,334831,129806,2.58,73254,206061,59678,"161,272","26,361","27,940","106,971",181501,16685,9676,19271,8669,14523,26841,20660,44947,1387,242,14152,4448,1.4,1.14
 CT_2022 ,1 - Wasatch Front,57,Weber,2043,342540,4251,338289,131879,2.57,73963,207319,61258,"162,353","26,670","28,009","107,674",183004,16896,9774,19394,8615,14660,26970,20819,45225,1382,248,14498,4523,1.39,1.13
 CT_2022 ,1 - Wasatch Front,57,Weber,2044,346017,4344,341673,133924,2.55,74635,208457,62925,"163,494","26,963","28,088","108,443",184590,17097,9866,19520,8568,14820,27097,21007,45519,1379,253,14862,4602,1.38,1.13
 CT_2022 ,1 - Wasatch Front,57,Weber,2045,349453,4441,345012,135932,2.54,75262,209485,64706,"164,620","27,295","28,166","109,159",186170,17319,9976,19640,8526,14969,27216,21209,45765,1375,257,15246,4672,1.37,1.13
 CT_2022 ,1 - Wasatch Front,57,Weber,2046,352882,4542,348340,137930,2.53,75829,210390,66663,"165,687","27,594","28,188","109,905",187749,17530,10064,19694,8494,15105,27344,21433,46023,1371,261,15655,4775,1.36,1.12
 CT_2022 ,1 - Wasatch Front,57,Weber,2047,356258,4641,351617,139908,2.51,76324,211215,68719,"166,725","27,966","28,140","110,619",189277,17774,10192,19681,8459,15215,27480,21662,46262,1369,264,16070,4849,1.35,1.12
 CT_2022 ,1 - Wasatch Front,57,Weber,2048,359588,4739,354849,141843,2.5,76735,212020,70833,"167,754","28,370","28,079","111,305",190786,18032,10338,19654,8425,15283,27622,21892,46508,1367,267,16480,4918,1.35,1.11
 CT_2022 ,1 - Wasatch Front,57,Weber,2049,362847,4839,358008,143772,2.49,77054,212826,72967,"168,778","28,744","28,009","112,025",192311,18281,10463,19622,8387,15421,27767,22126,46711,1365,270,16886,5012,1.34,1.11
 CT_2022 ,1 - Wasatch Front,57,Weber,2050,366031,4942,361089,145710,2.48,77283,213556,75192,"169,717","29,044","27,897","112,776",193750,18516,10528,19552,8345,15552,28006,22344,46874,1362,273,17306,5092,1.33,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,2051,369213,5054,364159,147656,2.47,77431,214260,77522,"170,583","29,357","27,828","113,398",195120,18760,10597,19512,8316,15643,28076,22565,47114,1360,277,17733,5167,1.32,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,2052,372372,5173,367199,149614,2.45,77500,214996,79876,"171,520","29,611","27,865","114,044",196400,18973,10638,19569,8296,15706,28232,22778,47328,1359,281,18004,5236,1.31,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2053,375504,5290,370214,151646,2.44,77471,215882,82151,"172,429","29,856","27,927","114,646",197671,19179,10677,19647,8280,15743,28387,22992,47524,1357,286,18269,5330,1.3,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2054,378576,5408,373168,153798,2.43,77351,216699,84526,"173,349","30,099","28,000","115,250",198927,19383,10716,19735,8265,15770,28546,23214,47720,1354,291,18519,5414,1.29,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2055,381579,5522,376057,155987,2.41,77150,217410,87019,"174,291","30,330","28,070","115,891",200209,19574,10756,19813,8257,15835,28703,23427,47926,1352,296,18780,5490,1.28,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2056,384555,5630,378925,158211,2.4,76894,218321,89340,"175,171","30,567","28,107","116,497",201459,19766,10801,19857,8250,15859,28864,23649,48125,1349,301,19053,5585,1.27,1.08
 CT_2022 ,1 - Wasatch Front,57,Weber,2057,387509,5734,381775,160494,2.38,76602,219591,91316,"176,018","30,787","28,152","117,079",202638,19941,10846,19905,8247,15867,29025,23864,48323,1348,306,19312,5654,1.26,1.08
 CT_2022 ,1 - Wasatch Front,57,Weber,2058,390458,5840,384618,162800,2.36,76275,221272,92911,"176,818","31,005","28,204","117,609",203773,20115,10890,19958,8246,15870,29196,24043,48500,1346,311,19569,5729,1.25,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2059,393394,5940,387454,165174,2.35,75930,223469,93995,"177,583","31,212","28,266","118,105",204860,20276,10936,20019,8247,15872,29375,24202,48656,1346,317,19816,5798,1.24,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2060,396265,6033,390232,167592,2.33,75572,225844,94849,"178,326","31,396","28,324","118,606",205920,20418,10978,20077,8247,15864,29645,24338,48759,1344,323,20029,5898,1.23,1.1
 CT_2017 ,1 - Wasatch Front,11,Davis,1990,188479,3242,185237,54113,3.42,75148,101700,11631,"77,166","13,726","13,223","50,217",85466,9781,3945,7948,5275,4088,27789,4910,13430,865,184,4187,3064,1.58,1.19
 CT_2017 ,1 - Wasatch Front,11,Davis,1991,193010,2628,190382,55864,3.41,76010.42192,104868.4874,12131.41681,"79,955","14,446","13,711","51,798",88916,10284,4162,8184,5527,4445,27733,5209,14411,867,185,4700,3209,1.59,1.18
 CT_2017 ,1 - Wasatch Front,11,Davis,1992,197672,2145,195527,57614,3.39,76883.15415,108135.6898,12653.36375,"82,740","15,167","14,203","53,370",92365,10787,4380,8422,5781,4799,27674,5508,15389,868,187,5213,3357,1.6,1.17
 CT_2017 ,1 - Wasatch Front,11,Davis,1993,202469,1798,200671,59365,3.38,77766.3255,111504.6826,13197.76714,"85,520","15,887","14,693","54,940",95815,11291,4596,8659,6034,5151,27614,5808,16367,871,188,5728,3508,1.61,1.16
 CT_2017 ,1 - Wasatch Front,11,Davis,1994,207404,1588,205816,61115,3.37,78660.06648,114978.6372,13765.59316,"88,297","16,609","15,184","56,504",99264,11795,4814,8897,6287,5502,27552,6107,17343,873,190,6242,3662,1.62,1.16
 CT_2017 ,1 - Wasatch Front,11,Davis,1995,212483,1522,210961,62866,3.36,79564.50927,118560.8236,14357.84956,"91,071","17,330","15,677","58,064",102714,12298,5032,9136,6541,5852,27488,6406,18318,875,191,6756,3821,1.63,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,1996,217710,1604,216106,64616,3.34,80479.78783,122254.6139,14975.58744,"93,844","18,057","16,168","59,619",106164,12807,5250,9374,6794,6201,27422,6705,19291,877,192,7271,3980,1.64,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,1997,223089,1838,221251,66367,3.33,81406.03782,126063.4852,15619.90311,"96,610","18,780","16,659","61,171",109613,13312,5468,9612,7047,6548,27355,7004,20264,880,194,7786,4143,1.65,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,1998,228626,2231,226395,68117,3.32,82343.39671,129991.0227,16291.94008,"99,375","19,504","17,151","62,720",113063,13819,5685,9850,7301,6894,27286,7304,21236,883,195,8303,4307,1.66,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,1999,234326,2786,231540,69868,3.31,83292.00374,134040.9235,16992.89104,"102,136","20,227","17,645","64,264",116512,14324,5903,10089,7556,7239,27216,7603,22206,886,197,8818,4475,1.67,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,2000,240193,3508,236685,71618,3.3,84252,138217,17724,"105,062","20,923","18,119","66,020",119962,14806,6117,10317,7802,7650,27231,7902,23237,880,198,9317,4505,1.68,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,2001,246187,2745,243442,73844,3.3,86178.02161,141659.332,18350.09515,"107,374","21,092","17,912","68,370",122336,14864,6228,10138,7774,8143,27496,8119,24612,858,212,9251,4641,1.66,1.16
 CT_2017 ,1 - Wasatch Front,11,Davis,2002,252335,2136,250199,76069,3.29,88149.75379,145187.3962,18998.30692,"110,815","21,484","17,900","71,431",126000,15078,6406,10069,7831,8718,28054,8421,26238,846,228,9284,4827,1.66,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,2003,258641,1686,256955,78295,3.28,90168.3258,148803.3279,19669.41659,"113,223","21,678","17,725","73,820",128492,15154,6524,9910,7815,9210,28352,8644,27614,827,241,9234,4967,1.64,1.16
 CT_2017 ,1 - Wasatch Front,11,Davis,2004,265108,1396,263712,80520,3.28,92234.89596,152509.3153,20364.23301,"118,462","22,412","17,989","78,061",134194,15608,6804,9995,7994,9935,29357,9084,29685,827,261,9412,5232,1.67,1.14
 CT_2017 ,1 - Wasatch Front,11,Davis,2005,271742,1273,270469,82746,3.27,94350.65236,156307.6013,21083.59362,"122,721","22,955","18,091","81,675",138780,15927,7028,9989,8102,10584,30112,9450,31529,820,279,9506,5454,1.68,1.13
 CT_2017 ,1 - Wasatch Front,11,Davis,2006,278546,1320,277226,84972,3.26,96516.81371,160200.4847,21828.36544,"128,840","23,837","18,453","86,550",145463,16480,7357,10125,8328,11402,31315,9960,33873,824,301,9738,5760,1.71,1.1
 CT_2017 ,1 - Wasatch Front,11,Davis,2007,285524,1541,283983,87197,3.26,98734.63013,164190.3213,22599.4461,"135,033","24,723","18,803","91,507",152222,17032,7691,10251,8552,12238,32524,10477,36268,829,324,9965,6071,1.75,1.08
 CT_2017 ,1 - Wasatch Front,11,Davis,2008,292683,1944,290739,89423,3.25,101005.384,168279.526,23397.76496,"136,238","24,695","18,458","93,085",153355,16955,7740,9998,8460,12622,32530,10608,37325,801,335,9825,6156,1.71,1.1
 CT_2017 ,1 - Wasatch Front,11,Davis,2009,300025,2529,297496,91648,3.25,103330.3908,172470.5734,24224.2842,"134,240","24,102","17,705","92,433",150898,16494,7608,9529,8176,12695,31788,10486,37464,757,338,9465,6098,1.65,1.14
 CT_2017 ,1 - Wasatch Front,11,Davis,2010,307625,3302,304323,94048,3.24,105709.541,176830.0578,25085.45121,"133,445","23,739","17,145","92,561",149805,16193,7546,9167,7978,12864,31349,10457,37891,722,343,9205,6090,1.59,1.18
 CT_2017 ,1 - Wasatch Front,11,Davis,2011,313280,3343,309937,96667,3.21,107092.916,180104.47,26082.33898,"138,583","24,633","17,788","96,162",155800,16770,7863,9474,8314,13526,32276,10973,39387,734,356,9771,6356,1.61,1.16
 CT_2017 ,1 - Wasatch Front,11,Davis,2012,318476,3378,315098,99068,3.18,108383.553,182561.7025,27531.24443,"140,698","24,989","18,041","97,668",158405,16977,8012,9573,8468,13898,32493,11253,40024,730,362,10132,6483,1.6,1.15
 CT_2017 ,1 - Wasatch Front,11,Davis,2013,324407,3416,320991,101490,3.16,110041.7235,185626.1556,28739.34589,"143,864","25,532","18,430","99,902",162194,17313,8219,9744,8686,14377,32946,11620,40959,730,371,10569,6660,1.6,1.14
 CT_2017 ,1 - Wasatch Front,11,Davis,2014,329833,3448,326385,103941,3.14,111498.3611,188271.3128,30063.76792,"147,897","26,228","18,929","102,740",166971,17750,8478,9971,8958,14946,33591,12059,42144,735,382,11078,6879,1.61,1.13
 CT_2017 ,1 - Wasatch Front,11,Davis,2015,336091,3484,332607,106535,3.12,113143.1313,191772.5831,31174.93556,"152,689","27,055","19,524","106,110",172612,18275,8780,10248,9276,15600,34398,12565,43547,743,395,11651,7134,1.62,1.11
 CT_2017 ,1 - Wasatch Front,11,Davis,2016,342645,3529,339116,109089,3.11,114425.9289,195746.5897,32472.82833,"157,533","27,894","20,125","109,514",178318,18807,9087,10527,9598,16265,35204,13081,44964,750,407,12237,7391,1.63,1.1
 CT_2017 ,1 - Wasatch Front,11,Davis,2017,348281,3589,344692,111549,3.09,115013.4712,198966.7736,34301.10248,"162,101","28,684","20,690","112,727",183725,19305,9379,10785,9905,16908,35938,13576,46305,756,420,12810,7638,1.65,1.08
 CT_2017 ,1 - Wasatch Front,11,Davis,2018,354129,3655,350474,114179,3.07,115690.7635,202197.7658,36240.46675,"166,244","29,397","21,200","115,647",188654,19749,9648,11013,10187,17512,36569,14041,47525,759,431,13356,7864,1.65,1.07
 CT_2017 ,1 - Wasatch Front,11,Davis,2019,359674,3725,355949,116713,3.05,116126.4682,205343.3243,38204.6202,"169,998","30,040","21,660","118,298",193153,20146,9894,11215,10445,18080,37106,14476,48636,760,441,13878,8076,1.65,1.06
 CT_2017 ,1 - Wasatch Front,11,Davis,2020,364813,3796,361017,119153,3.03,116408.1262,208217.569,40186.85094,"173,446","30,629","22,081","120,736",197304,20506,10123,11395,10686,18619,37570,14887,49660,759,450,14378,8271,1.66,1.06
 CT_2017 ,1 - Wasatch Front,11,Davis,2021,369757,3865,365892,121652,3.01,116246.4621,211191.7293,42319.10133,"176,726","31,116","22,311","123,299",201174,20795,10321,11442,10869,19225,38142,15255,50677,759,455,14773,8461,1.65,1.05
 CT_2017 ,1 - Wasatch Front,11,Davis,2022,374255,3923,370332,124039,2.99,115823.4857,213969.2818,44461.77842,"179,857","31,575","22,519","125,763",204873,21064,10511,11477,11042,19820,38678,15611,51654,758,459,15157,8642,1.65,1.04
 CT_2017 ,1 - Wasatch Front,11,Davis,2023,378369,3979,374390,126316,2.96,115129.5112,216712.5367,46526.96849,"182,864","32,012","22,709","128,143",208435,21318,10694,11501,11208,20405,39185,15958,52595,756,463,15533,8819,1.65,1.04
 CT_2017 ,1 - Wasatch Front,11,Davis,2024,382201,4034,378167,128550,2.94,114328.388,219443.0289,48429.52057,"185,772","32,431","22,881","130,460",211887,21561,10870,11515,11366,20983,39669,16298,53510,753,467,15902,8993,1.65,1.04
 CT_2017 ,1 - Wasatch Front,11,Davis,2025,385800,4084,381716,130716,2.92,113443.2563,221989.6801,50366.88138,"188,609","32,835","23,044","132,730",215258,21792,11043,11523,11521,21558,40134,16633,54405,749,470,16269,9161,1.65,1.03
 CT_2017 ,1 - Wasatch Front,11,Davis,2026,389622,4127,385495,132920,2.9,112807.6367,224652.5511,52162.24113,"191,390","33,227","23,195","134,968",218568,22015,11212,11524,11671,22131,40587,16964,55286,745,473,16631,9329,1.64,1.03
 CT_2017 ,1 - Wasatch Front,11,Davis,2027,393539,4170,389369,135143,2.88,112321.6196,227310.324,53907.53828,"194,132","33,613","23,340","137,179",221837,22233,11380,11521,11819,22702,41029,17292,56156,741,476,16992,9496,1.64,1.02
 CT_2017 ,1 - Wasatch Front,11,Davis,2028,397595,4212,393383,137410,2.86,112069.8332,230060.4218,55465.24462,"196,848","33,994","23,477","139,377",225077,22448,11546,11513,11964,23273,41463,17621,57020,737,479,17353,9660,1.64,1.02
 CT_2017 ,1 - Wasatch Front,11,Davis,2029,401763,4250,397513,139672,2.85,112363.1965,232533.125,56866.90328,"199,543","34,367","23,612","141,564",228295,22656,11711,11503,12109,23846,41892,17947,57879,732,481,17713,9826,1.63,1.02
 CT_2017 ,1 - Wasatch Front,11,Davis,2030,406046,4287,401759,141997,2.83,112820.7135,235108.2358,58116.62056,"202,222","34,738","23,741","143,743",231494,22863,11875,11489,12252,24420,42315,18274,58734,728,484,18072,9988,1.63,1.02
 CT_2017 ,1 - Wasatch Front,11,Davis,2031,410403,4320,406083,144425,2.81,113294.9618,237858.1192,59249.67004,"204,922","35,122","23,837","145,963",234668,23079,12043,11462,12375,25072,42767,18556,59568,724,484,18382,10156,1.62,1.01
 CT_2017 ,1 - Wasatch Front,11,Davis,2032,414864,4355,410509,146838,2.8,113959.8234,240474.8498,60429.42949,"207,593","35,501","23,928","148,164",237805,23290,12211,11432,12496,25724,43210,18836,60394,720,484,18690,10318,1.62,1.01
 CT_2017 ,1 - Wasatch Front,11,Davis,2033,419417,4392,415025,149272,2.78,114647.667,243159.6665,61609.86939,"210,224","35,871","24,012","150,341",240899,23495,12376,11398,12614,26375,43644,19113,61209,717,484,18994,10480,1.61,1.01
 CT_2017 ,1 - Wasatch Front,11,Davis,2034,424009,4432,419577,151697,2.77,115501.2848,245629.4227,62878.25483,"212,816","36,234","24,088","152,494",243952,23695,12539,11359,12729,27025,44069,19386,62014,713,484,19297,10642,1.61,1.01
 CT_2017 ,1 - Wasatch Front,11,Davis,2035,428627,4470,424157,154027,2.75,116446.9382,247847.517,64332.60606,"215,378","36,591","24,159","154,628",246967,23891,12700,11317,12842,27675,44487,19658,62808,709,484,19596,10800,1.6,1
 CT_2017 ,1 - Wasatch Front,11,Davis,2036,433272,4517,428755,156231,2.74,117473.0968,249926.901,65871.70555,"217,905","36,943","24,223","156,739",249946,24083,12860,11271,12952,28322,44896,19926,63595,704,483,19894,10960,1.6,1
 CT_2017 ,1 - Wasatch Front,11,Davis,2037,437935,4575,433360,158419,2.74,118558.7328,252192.4106,67183.45006,"220,404","37,287","24,284","158,833",252891,24270,13017,11223,13061,28969,45298,20192,64374,700,483,20189,11115,1.6,1
 CT_2017 ,1 - Wasatch Front,11,Davis,2038,442606,4638,437968,160604,2.73,119687.7905,254422.9027,68495.54558,"222,877","37,629","24,338","160,910",255806,24455,13174,11171,13167,29615,45694,20456,65145,694,482,20482,11271,1.59,0.99
 CT_2017 ,1 - Wasatch Front,11,Davis,2039,447277,4709,442568,162743,2.72,120835.8383,256439.3513,70001.62172,"225,321","37,962","24,389","162,970",258692,24634,13328,11117,13272,30261,46083,20718,65908,689,481,20774,11427,1.59,0.99
 CT_2017 ,1 - Wasatch Front,11,Davis,2040,451924,4788,447136,164844,2.71,121977.0869,258212.6565,71734.05855,"227,744","38,292","24,435","165,017",261553,24810,13482,11060,13375,30906,46467,20979,66665,684,480,21064,11581,1.59,0.99
 CT_2017 ,1 - Wasatch Front,11,Davis,2041,456534,4866,451668,166900,2.71,123094.1306,259776.4769,73663.11444,"230,207","38,621","24,459","167,127",264390,24984,13637,11006,13453,31658,46839,21197,67433,682,479,21283,11739,1.58,0.98
 CT_2017 ,1 - Wasatch Front,11,Davis,2042,461066,4938,456128,168827,2.7,124158.0142,261055.8741,75852.37717,"232,653","38,951","24,478","169,224",267206,25161,13790,10949,13529,32410,47206,21413,68195,680,477,21500,11896,1.58,0.98
 CT_2017 ,1 - Wasatch Front,11,Davis,2043,465480,5017,460463,170645,2.7,125139.7049,262165.3915,78174.89309,"235,081","39,273","24,496","171,312",270003,25330,13943,10891,13605,33161,47569,21628,68954,677,476,21716,12053,1.58,0.97
 CT_2017 ,1 - Wasatch Front,11,Davis,2044,469809,5123,464686,172455,2.69,126040.4052,263224.6519,80543.98083,"237,493","39,593","24,510","173,390",272782,25498,14095,10831,13679,33913,47928,21842,69707,675,475,21930,12209,1.58,0.96
 CT_2017 ,1 - Wasatch Front,11,Davis,2045,474028,5226,468802,174162,2.69,126842.8899,264152.0399,83033.45797,"239,893","39,913","24,521","175,459",275547,25667,14246,10770,13751,34664,48284,22054,70457,672,473,22143,12366,1.58,0.96
 CT_2017 ,1 - Wasatch Front,11,Davis,2046,478120,5326,472794,175795,2.69,127528.1188,265317.5906,85274.29328,"242,280","40,227","24,531","177,522",278297,25830,14397,10708,13823,35415,48637,22266,71204,670,471,22355,12521,1.58,0.95
 CT_2017 ,1 - Wasatch Front,11,Davis,2047,482076,5412,476664,177374,2.69,128088.0382,266708.9241,87279.49672,"244,658","40,539","24,539","179,580",281036,25993,14546,10644,13895,36167,48989,22476,71948,667,470,22566,12675,1.58,0.95
 CT_2017 ,1 - Wasatch Front,11,Davis,2048,485913,5504,480409,178985,2.68,128528.4534,268326.2415,89057.93078,"247,024","40,850","24,544","181,630",283764,26155,14695,10579,13965,36919,49337,22685,72689,665,468,22776,12831,1.59,0.95
